pais,fecha_proceso,transporte,ruta,tipo_entrega,material,precio,cantidad,unidad
HN,20250314,67052658,2710948,ZPRE,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,EN001001,0E-18,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,CA001099,0E-18,10.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,AA074021,6000.000000000000000000,30.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA074028,12000.000000000000000000,60.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,0E-18,1.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,AA317050,0E-18,8.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,"",4003.000000000000000000,1.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,"",4424.860000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA015008,1421.420000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA015011,1601.600000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA131113,421.690000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA875142,416.670000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA015008,1421.420000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA015011,1601.600000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA131113,421.690000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA875142,416.670000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA875142,4.500000000000000000,12.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA875142,90.000000000000000000,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015001,49.050000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA131113,45.000000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015011,43.200000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015008,76.500000000000000000,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015008,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015011,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA131113,0E-18,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015001,0E-18,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA875142,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015008,15.300000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015011,17.280000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA131113,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA875142,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA875142,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA131113,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015011,17.280000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015008,15.300000000000000000,2.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA829001,2200.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,EN001001,0E-18,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,CA001099,0E-18,10.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,AA074021,6000.000000000000000000,30.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA074028,12000.000000000000000000,60.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,0E-18,1.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,AA317050,0E-18,8.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,"",4003.000000000000000000,1.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,"",4424.860000000000000000,1.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA829001,2200.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,EN001001,0E-18,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,CA001099,0E-18,10.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,AA074021,6000.000000000000000000,30.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA074028,12000.000000000000000000,60.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,0E-18,1.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,AA317050,0E-18,8.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,"",4003.000000000000000000,1.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,"",4424.860000000000000000,1.000000000000000000,ST
